id,manual,semestre,unidad,unidad_titulo,tipo,paginas_ocupa,rol,pagina_pdf_estimada,pdf_destino,imagen_destino,imagen_existe,archivo_prompt,fuente_md,fuente_md_linea,descripcion
M2-u02-02,2,1,u02,Dinámica (Fuerzas),mapa-mental,1,mapa mental de unidad,71,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u02/M2-u02-02.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u02/M2-u02-02__mapa-mental__mapa-mental-de-unidad__pp1.md,manuales/manual-2/unidades/u02/01-mapa-mental.md,9,"Mapa mental con nodo central FUERZAS Y NEWTON y ocho ramas: 1) FUERZA VECTORIAL (suma, descomposición, DCL); 2) 1ª LEY ("
M2-u02-03,2,1,u02,Dinámica (Fuerzas),ilustracion,1,desarrollo de subtema,76,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u02/M2-u02-03.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u02/M2-u02-03__ilustracion__desarrollo-de-subtema__pp1.md,manuales/manual-2/unidades/u02/10-tema-2-1.md,92,Diagrama de cuerpo libre del coche F1 dibujado de perfil: silueta del coche en el centro con cinco vectores etiquetados 
M2-u02-04,2,1,u02,Dinámica (Fuerzas),ilustracion,0.5,desarrollo de subtema,79,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u02/M2-u02-04.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u02/M2-u02-04__ilustracion__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u02/10-tema-2-2.md,63,Tres viñetas ilustrando la Primera Ley: 1) Pelota en reposo sobre mesa - se mantiene en reposo hasta que aparece flecha 
M2-u02-05,2,1,u02,Dinámica (Fuerzas),cuadro-comparativo,1,desarrollo de subtema,84,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u02/M2-u02-05.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u02/M2-u02-05__cuadro-comparativo__desarrollo-de-subtema__pp1.md,manuales/manual-2/unidades/u02/10-tema-2-3.md,103,"Cuadro comparativo en dos columnas: MASA (escalar, kg, propiedad intrínseca, balanza, ejemplo: 70 kg) vs PESO (vector fu"
M2-u02-06,2,1,u02,Dinámica (Fuerzas),ilustracion,0.5,desarrollo de subtema,87,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u02/M2-u02-06.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u02/M2-u02-06__ilustracion__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u02/10-tema-2-4.md,61,"Cuatro viñetas ilustrando pares acción-reacción: 1) Persona caminando: pie empuja Tierra hacia atrás (flecha roja), Tier"
M2-u02-07,2,1,u02,Dinámica (Fuerzas),ilustracion,1,desarrollo de subtema,93,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u02/M2-u02-07.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u02/M2-u02-07__ilustracion__desarrollo-de-subtema__pp1.md,manuales/manual-2/unidades/u02/10-tema-2-5.md,87,Dos viñetas: izquierda TORCA — llave inglesa apretando tuerca con brazo de palanca r horizontal y fuerza F aplicada perp
M2-u02-08,2,1,u02,Dinámica (Fuerzas),grafica,0.5,desarrollo de subtema,98,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u02/M2-u02-08.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u02/M2-u02-08__grafica__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u02/10-tema-2-6.md,84,"Gráfica F vs x para un resorte: línea recta con pendiente positiva en el rango elástico (Ley de Hooke F=kx), zona elásti"
M2-u02-09,2,1,u02,Dinámica (Fuerzas),ilustracion,0.5,desarrollo de subtema,101,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u02/M2-u02-09.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u02/M2-u02-09__ilustracion__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u02/10-tema-2-7.md,78,Esquema con la Tierra y la Luna como dos esferas separadas por distancia r marcada con flecha de doble cabeza. Vectores 
M2-u02-10,2,1,u02,Dinámica (Fuerzas),ilustracion,0.5,desarrollo de subtema,105,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u02/M2-u02-10.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u02/M2-u02-10__ilustracion__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u02/10-tema-2-8.md,89,Tres viñetas ilustrando las leyes de Kepler: 1) Órbita elíptica de un planeta con el Sol marcado en uno de los dos focos
M2-u03-01,2,1,u03,Trabajo y Energía,ilustracion,1,portadilla,139,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u03/M2-u03-01.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u03/M2-u03-01__ilustracion__portadilla__pp1.md,manuales/manual-2/unidades/u03/00-portadilla.md,13,"Ilustración hero mostrando la transformación de energía en el coche F1: cartucho CO2 con energía química, transferencia "
M2-u03-02,2,1,u03,Trabajo y Energía,mapa-mental,1,mapa mental de unidad,139,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u03/M2-u03-02.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u03/M2-u03-02__mapa-mental__mapa-mental-de-unidad__pp1.md,manuales/manual-2/unidades/u03/01-mapa-mental.md,9,Mapa mental con nodo central TRABAJO Y ENERGÍA y ocho ramas: 1) TRABAJO (W = F·d cos θ); 2) POTENCIA (P = W/t); 3) E. CI
M2-u03-03,2,1,u03,Trabajo y Energía,ilustracion,0.5,desarrollo de subtema,143,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u03/M2-u03-03.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u03/M2-u03-03__ilustracion__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u03/10-tema-3-1.md,55,Tres viñetas: 1) TRABAJO POSITIVO: persona empujando caja horizontalmente con flecha de fuerza F y desplazamiento d en e
M2-u03-04,2,1,u03,Trabajo y Energía,cuadro-comparativo,0.5,desarrollo de subtema,146,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u03/M2-u03-04.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u03/M2-u03-04__cuadro-comparativo__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u03/10-tema-3-2.md,75,"Tabla con escala logarítmica de potencias típicas en watts, desde lo más pequeño hasta lo más grande: LED de bajo consum"
M2-u03-05,2,1,u03,Trabajo y Energía,grafica,0.5,desarrollo de subtema,148,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u03/M2-u03-05.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u03/M2-u03-05__grafica__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u03/10-tema-3-3.md,63,"Gráfica parabólica de Ek vs v: eje horizontal velocidad v desde 0 hasta 30 m/s, eje vertical energía cinética en kilojou"
M2-u03-06,2,1,u03,Trabajo y Energía,ilustracion,0.5,desarrollo de subtema,152,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u03/M2-u03-06.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u03/M2-u03-06__ilustracion__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u03/10-tema-3-4.md,69,"Dos viñetas: izquierda ENERGÍA POTENCIAL GRAVITACIONAL — manzana en el árbol a altura h, flecha indicando h hasta el sue"
M2-u03-07,2,1,u03,Trabajo y Energía,ilustracion,1,desarrollo de subtema,156,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u03/M2-u03-07.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u03/M2-u03-07__ilustracion__desarrollo-de-subtema__pp1.md,manuales/manual-2/unidades/u03/10-tema-3-5.md,93,"Conservación de energía en montaña rusa: track curvo con cuatro puntos numerados (A, B, C, D). En cada punto, barra que "
M2-u03-08,2,1,u03,Trabajo y Energía,ilustracion,0.5,desarrollo de subtema,161,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u03/M2-u03-08.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u03/M2-u03-08__ilustracion__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u03/10-tema-3-6.md,70,Diagrama de conservación de momento en colisión: arriba ANTES — coche A (50g) moviéndose a 20 m/s hacia derecha y coche 
M2-u03-09,2,1,u03,Trabajo y Energía,cuadro-comparativo,1,desarrollo de subtema,166,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u03/M2-u03-09.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u03/M2-u03-09__cuadro-comparativo__desarrollo-de-subtema__pp1.md,manuales/manual-2/unidades/u03/10-tema-3-7.md,86,Cuadro comparativo en tres filas para los tipos de colisión: ELÁSTICA (ilustración bolas billar antes y después con flec
M2-u03-10,2,1,u03,Trabajo y Energía,ilustracion,0.5,desarrollo de subtema,170,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u03/M2-u03-10.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u03/M2-u03-10__ilustracion__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u03/10-tema-3-8.md,87,"Cuatro viñetas con tipos de fricción: 1) ESTÁTICA — caja en reposo, persona empujando, flecha de F aplicada y flecha igu"
M2-u04-01,2,1,u04,Termodinámica,ilustracion,1,portadilla,204,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u04/M2-u04-01.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u04/M2-u04-01__ilustracion__portadilla__pp1.md,manuales/manual-2/unidades/u04/00-portadilla.md,13,"Ilustración hero mostrando un motor de combustión seccionado con flechas de calor saliendo (rojo cálido), un radiador co"
M2-u04-02,2,1,u04,Termodinámica,mapa-mental,1,mapa mental de unidad,204,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u04/M2-u04-02.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u04/M2-u04-02__mapa-mental__mapa-mental-de-unidad__pp1.md,manuales/manual-2/unidades/u04/01-mapa-mental.md,9,Mapa mental con nodo central TERMODINÁMICA y nueve ramas: 1) CALOR vs TEMPERATURA; 2) LEY CERO (equilibrio térmico); 3) 
M2-u04-03,2,1,u04,Termodinámica,cuadro-comparativo,0.5,desarrollo de subtema,207,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u04/M2-u04-03.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u04/M2-u04-03__cuadro-comparativo__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u04/10-tema-4-1.md,63,"Cuadro comparativo en dos columnas: CALOR (Q, energía en tránsito, joules, depende de masa, fluye de alta T a baja T, ej"
M2-u04-04,2,1,u04,Termodinámica,ilustracion,0.5,desarrollo de subtema,209,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u04/M2-u04-04.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u04/M2-u04-04__ilustracion__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u04/10-tema-4-2.md,62,"Diagrama de la Ley Cero: tres recipientes etiquetados A, B, C. A y C en contacto térmico (conexión con flechas dobles), "
M2-u04-05,2,1,u04,Termodinámica,grafica,0.5,desarrollo de subtema,212,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u04/M2-u04-05.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u04/M2-u04-05__grafica__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u04/10-tema-4-3.md,71,"Tres termómetros paralelos verticales (Celsius, Fahrenheit, Kelvin) con escalas alineadas. Cada uno con: 1) Cero absolut"
M2-u04-06,2,1,u04,Termodinámica,ilustracion,0.5,desarrollo de subtema,216,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u04/M2-u04-06.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u04/M2-u04-06__ilustracion__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u04/10-tema-4-4.md,82,"Tres viñetas de dilatación: 1) LINEAL — varilla metálica antes (longitud L₀) y después de calentar (longitud L₀+ΔL), fle"
M2-u04-07,2,1,u04,Termodinámica,cuadro-comparativo,0.5,desarrollo de subtema,220,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u04/M2-u04-07.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u04/M2-u04-07__cuadro-comparativo__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u04/10-tema-4-5.md,91,"Cuadro comparativo de doble entrada: filas para CALOR ESPECÍFICO con materiales (agua 4180, aceite 2000, aluminio 900, h"
M2-u04-08,2,1,u04,Termodinámica,ilustracion,1,desarrollo de subtema,223,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u04/M2-u04-08.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u04/M2-u04-08__ilustracion__desarrollo-de-subtema__pp1.md,manuales/manual-2/unidades/u04/10-tema-4-6.md,88,"Tres viñetas: 1) CONDUCCIÓN — barra metálica con un extremo en una llama, calor viajando como vibración molecular hasta "
M2-u04-09,2,1,u04,Termodinámica,grafica,0.5,desarrollo de subtema,226,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u04/M2-u04-09.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u04/M2-u04-09__grafica__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u04/10-tema-4-7.md,79,"Gráfica T vs Q para 1 kg de agua: eje horizontal energía Q (en kJ acumulados de 0 a 3075), eje vertical temperatura (de "
M2-u04-10,2,1,u04,Termodinámica,ilustracion,1,desarrollo de subtema,229,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u04/M2-u04-10.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u04/M2-u04-10__ilustracion__desarrollo-de-subtema__pp1.md,manuales/manual-2/unidades/u04/10-tema-4-8.md,87,"Dos viñetas: 1) PRIMERA LEY — sistema (caja con gas) representado en el centro, flecha entrando con calor Q desde reserv"
M2-u04-11,2,1,u04,Termodinámica,ilustracion,0.5,desarrollo de subtema,232,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u04/M2-u04-11.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u04/M2-u04-11__ilustracion__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u04/10-tema-4-9.md,89,Caja transparente conteniendo aproximadamente 30 moléculas de gas (esferas pequeñas con flechas de velocidad de distinto
M2-u05-01,2,1,u05,Ondas y Sonido,ilustracion,1,portadilla,263,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u05/M2-u05-01.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u05/M2-u05-01__ilustracion__portadilla__pp1.md,manuales/manual-2/unidades/u05/00-portadilla.md,13,Ilustración hero con tres tipos de ondas superpuestas: 1) Onda en una cuerda con marcadores de amplitud y longitud de on
M2-u05-02,2,1,u05,Ondas y Sonido,mapa-mental,1,mapa mental de unidad,264,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u05/M2-u05-02.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u05/M2-u05-02__mapa-mental__mapa-mental-de-unidad__pp1.md,manuales/manual-2/unidades/u05/01-mapa-mental.md,9,"Mapa mental con nodo central ONDAS y seis ramas: 1) TIPOS (mecánicas vs EM, transversales vs longitudinales); 2) PARÁMET"
M2-u05-03,2,1,u05,Ondas y Sonido,ilustracion,0.5,desarrollo de subtema,266,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u05/M2-u05-03.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u05/M2-u05-03__ilustracion__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u05/10-tema-5-1.md,58,"Dos viñetas: izquierda ONDA TRANSVERSAL — persona sacudiendo cuerda verticalmente, ondas viajan horizontalmente, partícu"
M2-u05-04,2,1,u05,Ondas y Sonido,ilustracion,0.5,desarrollo de subtema,268,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u05/M2-u05-04.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u05/M2-u05-04__ilustracion__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u05/10-tema-5-2.md,59,"Onda senoidal completa con etiquetas: amplitud A marcada con flecha vertical desde eje hasta cresta, longitud de onda λ "
M2-u05-05,2,1,u05,Ondas y Sonido,ilustracion,0.5,desarrollo de subtema,271,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u05/M2-u05-05.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u05/M2-u05-05__ilustracion__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u05/10-tema-5-3.md,76,"Dos viñetas: 1) REFLEXIÓN — superficie horizontal (espejo o pared), normal perpendicular dibujada, onda incidente bajand"
M2-u05-06,2,1,u05,Ondas y Sonido,ilustracion,0.5,desarrollo de subtema,274,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u05/M2-u05-06.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u05/M2-u05-06__ilustracion__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u05/10-tema-5-4.md,68,"Tres viñetas: 1) DIFRACCIÓN POR RENDIJA — ondas planas paralelas vienen desde la izquierda, atraviesan una rendija peque"
M2-u05-07,2,1,u05,Ondas y Sonido,grafica,0.5,desarrollo de subtema,277,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u05/M2-u05-07.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u05/M2-u05-07__grafica__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u05/10-tema-5-5.md,67,"Diagrama radial de fuente puntual (fuente emisora en el centro) con esferas concéntricas a r=1m, 2m, 4m mostrando que la"
M2-u05-08,2,1,u05,Ondas y Sonido,ilustracion,0.5,desarrollo de subtema,281,dist/manual-2-sem-1.pdf,assets/visuales/manual-2/u05/M2-u05-08.jpg,sí,assets/prompts-visuales/manual-2/sem-1/u05/M2-u05-08__ilustracion__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u05/10-tema-5-6.md,72,"Tres viñetas: 1) ONDAS ESTACIONARIAS — cuerda de guitarra con tres modos: fundamental (1 antinodo central), 2do armónico"
M2-u06-01,2,2,u06,Electromagnetismo,ilustracion,1,portadilla,10,dist/manual-2-sem-2.pdf,assets/visuales/manual-2/u06/M2-u06-01.jpg,sí,assets/prompts-visuales/manual-2/sem-2/u06/M2-u06-01__ilustracion__portadilla__pp1.md,manuales/manual-2/unidades/u06/00-portadilla.md,13,Ilustración hero con cuatro elementos: 1) Cables transportando electrones (corriente). 2) Imán con líneas de campo magné
M2-u06-02,2,2,u06,Electromagnetismo,mapa-mental,1,mapa mental de unidad,11,dist/manual-2-sem-2.pdf,assets/visuales/manual-2/u06/M2-u06-02.jpg,sí,assets/prompts-visuales/manual-2/sem-2/u06/M2-u06-02__mapa-mental__mapa-mental-de-unidad__pp1.md,manuales/manual-2/unidades/u06/01-mapa-mental.md,9,"Mapa mental con nodo central ELECTROMAGNETISMO y seis ramas: 1) ELECTROSTÁTICA (cargas, Coulomb, campo E, potencial); 2)"
M2-u06-03,2,2,u06,Electromagnetismo,ilustracion,1,desarrollo de subtema,14,dist/manual-2-sem-2.pdf,assets/visuales/manual-2/u06/M2-u06-03.jpg,sí,assets/prompts-visuales/manual-2/sem-2/u06/M2-u06-03__ilustracion__desarrollo-de-subtema__pp1.md,manuales/manual-2/unidades/u06/10-tema-6-1.md,70,"Cuatro viñetas: 1) CARGAS — protón (esfera roja con +) y electrón (esfera azul con -), flechas mostrando atracción entre"
M2-u06-04,2,2,u06,Electromagnetismo,ilustracion,1,desarrollo de subtema,17,dist/manual-2-sem-2.pdf,assets/visuales/manual-2/u06/M2-u06-04.jpg,sí,assets/prompts-visuales/manual-2/sem-2/u06/M2-u06-04__ilustracion__desarrollo-de-subtema__pp1.md,manuales/manual-2/unidades/u06/10-tema-6-2.md,71,"Cuatro viñetas: 1) CORRIENTE — cable con electrones moviéndose en una dirección, símbolo I con flecha. 2) LEY DE OHM — c"
M2-u06-05,2,2,u06,Electromagnetismo,ilustracion,0.5,desarrollo de subtema,19,dist/manual-2-sem-2.pdf,assets/visuales/manual-2/u06/M2-u06-05.jpg,sí,assets/prompts-visuales/manual-2/sem-2/u06/M2-u06-05__ilustracion__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u06/10-tema-6-3.md,51,"Tres viñetas: 1) IMÁN DE BARRA — barra rectangular con polos N (rojo) y S (azul), líneas de campo curvas saliendo de N y"
M2-u06-06,2,2,u06,Electromagnetismo,ilustracion,0.5,desarrollo de subtema,21,dist/manual-2-sem-2.pdf,assets/visuales/manual-2/u06/M2-u06-06.jpg,sí,assets/prompts-visuales/manual-2/sem-2/u06/M2-u06-06__ilustracion__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u06/10-tema-6-4.md,58,"Tres viñetas: 1) OERSTED — cable horizontal con corriente fluyendo, brújula debajo girando 90 grados. 2) FARADAY — bobin"
M2-u06-07,2,2,u06,Electromagnetismo,cuadro-comparativo,1,desarrollo de subtema,23,dist/manual-2-sem-2.pdf,assets/visuales/manual-2/u06/M2-u06-07.jpg,sí,assets/prompts-visuales/manual-2/sem-2/u06/M2-u06-07__cuadro-comparativo__desarrollo-de-subtema__pp1.md,manuales/manual-2/unidades/u06/10-tema-6-5.md,54,Tabla con las 4 ecuaciones de Maxwell en formato físico (no integral). Filas: 1) Cargas → campo E. 2) No monopolos magné
M2-u06-08,2,2,u06,Electromagnetismo,infografia,1,desarrollo de subtema,25,dist/manual-2-sem-2.pdf,assets/visuales/manual-2/u06/M2-u06-08.jpg,sí,assets/prompts-visuales/manual-2/sem-2/u06/M2-u06-08__infografia__desarrollo-de-subtema__pp1.md,manuales/manual-2/unidades/u06/10-tema-6-6.md,72,"Espectro EM completo horizontal en escala logarítmica desde 10⁴ Hz hasta 10²⁴ Hz, con bandas coloreadas: Radio (azul cla"
M2-u07-01,2,2,u07,Mecánica de Fluidos,ilustracion,1,portadilla,53,dist/manual-2-sem-2.pdf,assets/visuales/manual-2/u07/M2-u07-01.jpg,sí,assets/prompts-visuales/manual-2/sem-2/u07/M2-u07-01__ilustracion__portadilla__pp1.md,manuales/manual-2/unidades/u07/00-portadilla.md,13,Ilustración hero con cuatro elementos: 1) Vaso con agua mostrando presión que crece con la profundidad (flechas hacia la
M2-u07-02,2,2,u07,Mecánica de Fluidos,mapa-mental,1,mapa mental de unidad,53,dist/manual-2-sem-2.pdf,assets/visuales/manual-2/u07/M2-u07-02.jpg,sí,assets/prompts-visuales/manual-2/sem-2/u07/M2-u07-02__mapa-mental__mapa-mental-de-unidad__pp1.md,manuales/manual-2/unidades/u07/01-mapa-mental.md,9,"Mapa mental con nodo central FLUIDOS y dos grandes ramas: 1) FLUIDOS EN REPOSO — sub-ramas: densidad (ρ=m/V), presión hi"
M2-u07-03,2,2,u07,Mecánica de Fluidos,ilustracion,1,desarrollo de subtema,58,dist/manual-2-sem-2.pdf,assets/visuales/manual-2/u07/M2-u07-03.jpg,sí,assets/prompts-visuales/manual-2/sem-2/u07/M2-u07-03__ilustracion__desarrollo-de-subtema__pp1.md,manuales/manual-2/unidades/u07/10-tema-7-1.md,82,"Cuatro viñetas: 1) DENSIDAD — cubo de 1 cm³ y balanza junto a tres muestras: agua (1 g), aceite (0.92 g), mercurio (13.6"
M2-u07-04,2,2,u07,Mecánica de Fluidos,ilustracion,0.5,desarrollo de subtema,59,dist/manual-2-sem-2.pdf,assets/visuales/manual-2/u07/M2-u07-04.jpg,sí,assets/prompts-visuales/manual-2/sem-2/u07/M2-u07-04__ilustracion__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u07/10-tema-7-1.md,104,Esquema del experimento de Torricelli: cubeta abierta con mercurio y tubo de vidrio invertido lleno de Hg cuyo nivel que
M2-u07-05,2,2,u07,Mecánica de Fluidos,infografia,1,desarrollo de subtema,61,dist/manual-2-sem-2.pdf,assets/visuales/manual-2/u07/M2-u07-05.jpg,sí,assets/prompts-visuales/manual-2/sem-2/u07/M2-u07-05__infografia__desarrollo-de-subtema__pp1.md,manuales/manual-2/unidades/u07/10-tema-7-1.md,130,Prensa hidráulica con dos pistones conectados por tubería con aceite: pistón A1 de 1 cm² recibe F1=10 N en una mano. Pis
M2-u07-06,2,2,u07,Mecánica de Fluidos,infografia,1,desarrollo de subtema,63,dist/manual-2-sem-2.pdf,assets/visuales/manual-2/u07/M2-u07-06.jpg,sí,assets/prompts-visuales/manual-2/sem-2/u07/M2-u07-06__infografia__desarrollo-de-subtema__pp1.md,manuales/manual-2/unidades/u07/10-tema-7-1.md,168,"Tres bloques cúbicos del mismo tamaño sumergidos en agua. (1) Bloque de plomo: peso 11.3 N, empuje 1 N → se hunde. (2) B"
M2-u07-07,2,2,u07,Mecánica de Fluidos,ilustracion,1,desarrollo de subtema,67,dist/manual-2-sem-2.pdf,assets/visuales/manual-2/u07/M2-u07-07.jpg,sí,assets/prompts-visuales/manual-2/sem-2/u07/M2-u07-07__ilustracion__desarrollo-de-subtema__pp1.md,manuales/manual-2/unidades/u07/10-tema-7-2.md,51,Dos viñetas alineadas: 1) CONTINUIDAD — tubería horizontal con sección ancha A1 (velocidad lenta v1) que se estrecha a s
M2-u07-08,2,2,u07,Mecánica de Fluidos,infografia,1,desarrollo de subtema,70,dist/manual-2-sem-2.pdf,assets/visuales/manual-2/u07/M2-u07-08.jpg,sí,assets/prompts-visuales/manual-2/sem-2/u07/M2-u07-08__infografia__desarrollo-de-subtema__pp1.md,manuales/manual-2/unidades/u07/10-tema-7-2.md,85,"Perfil aerodinámico (sección de ala) en dos versiones lado a lado: 1) ALA DE AVIÓN — perfil convexo arriba, plano abajo."
M2-u07-09,2,2,u07,Mecánica de Fluidos,ilustracion,0.5,desarrollo de subtema,73,dist/manual-2-sem-2.pdf,assets/visuales/manual-2/u07/M2-u07-09.jpg,sí,assets/prompts-visuales/manual-2/sem-2/u07/M2-u07-09__ilustracion__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u07/10-tema-7-2.md,155,Comparación lado a lado de flujo alrededor de una pelota esférica: 1) FLUJO LAMINAR (Reynolds bajo) — líneas de corrient
M2-u08-01,2,2,u08,Óptica,ilustracion,1,portadilla,112,dist/manual-2-sem-2.pdf,assets/visuales/manual-2/u08/M2-u08-01.jpg,sí,assets/prompts-visuales/manual-2/sem-2/u08/M2-u08-01__ilustracion__portadilla__pp1.md,manuales/manual-2/unidades/u08/00-portadilla.md,13,Ilustración hero con cuatro elementos: 1) Rayo láser que se refleja en un espejo plano formando ángulos iguales. 2) Lápi
M2-u08-02,2,2,u08,Óptica,mapa-mental,1,mapa mental de unidad,113,dist/manual-2-sem-2.pdf,assets/visuales/manual-2/u08/M2-u08-02.jpg,sí,assets/prompts-visuales/manual-2/sem-2/u08/M2-u08-02__mapa-mental__mapa-mental-de-unidad__pp1.md,manuales/manual-2/unidades/u08/01-mapa-mental.md,9,"Mapa mental con nodo central ÓPTICA y cuatro ramas: 1) REFLEXIÓN Y REFRACCIÓN — sub-ramas: ley de reflexión, índice n, l"
M2-u08-03,2,2,u08,Óptica,ilustracion,0.5,desarrollo de subtema,117,dist/manual-2-sem-2.pdf,assets/visuales/manual-2/u08/M2-u08-03.jpg,sí,assets/prompts-visuales/manual-2/sem-2/u08/M2-u08-03__ilustracion__desarrollo-de-subtema__pp0p5.md,manuales/manual-2/unidades/u08/10-tema-8-1.md,70,"Diagrama clásico de Snell: rayo incidente desde aire (medio 1, n₁=1.00) chocando con la superficie del agua (medio 2, n₂"
